Област,badm,top_student,class_score
Благоевград,1,0.6788116394727349,0.5131588446077436
Благоевград,1,0.4665148548555816,0.4202844204396141
Бургас,1,0.7640599178073781,0.6768542653893889
Бургас,1,0.6226696424276458,0.5879731222097925
Бургас,1,0.5599619191126645,0.5386495087028089
Варна,1,0.8565639578592595,0.6906382534582861
Варна,1,0.6412944112404745,0.6109848778599319
Варна,1,0.5913661397007233,0.5614864027536182
Видин,1,0.6138452074695133,0.456518888076959
Враца,1,0.6931958990335224,0.5539341774521743
Враца,1,0.5031789541724444,0.45839676785336353
Габрово,1,0.6925958308031622,0.49744841369488507
Добрич,1,0.4975372377377067,0.4122023800723554
Кюстендил,1,0.6238267464297256,0.5129381367322535
Кюстендил,1,0.4553016774688603,0.4417265426848111
Ловеч,1,0.5694474611310492,0.4731804607446392
Монтана,1,0.6393192504377618,0.4963479595510024
Пазарджик,1,0.8625466869184685,0.4707432678602429
Пазарджик,1,0.4265473353545689,0.4183033232214628
Перник,1,0.5530246317941151,0.46834185998135613
Плевен,1,0.7051182825338854,0.5071034100211849
Пловдив,1,0.9297006672492808,0.7183871198386087
Пловдив,1,0.617559465817011,0.5661184882505541
Разград,1,0.61087128507785,0.4567603669636079
Русе,1,0.7886592265555699,0.6201491834394656
Русе,1,0.5474851918436775,0.502945852178771
Силистра,1,0.5220932144296925,0.4568713885774015
Сливен,1,0.6525844819380083,0.5131269063269756
Сливен,1,0.4610357714306171,0.4374164593922539
Смолян,1,0.5597382294026448,0.4452949879800146
София област,1,0.5617969093642153,0.4832671291829606
София област,1,0.44623899728364336,0.4127384358022098
София-град,1,0.9477873355688599,0.8193096966313662
София-град,1,0.7607572411369583,0.7390106107253146
София-град,1,0.7125853915073304,0.7001039465557081
София-град,1,0.6838789289577923,0.6699954615653113
София-град,1,0.6599959192151089,0.6506707859244337
София-град,1,0.6423868807038944,0.6316913725643803
София-град,1,0.6209166432552539,0.6134991547918567
София-град,1,0.6029166943802898,0.5885670771943043
Стара Загора,1,0.7281314975701633,0.5197808549522164
Стара Загора,1,0.46629728955702265,0.4523630846268163
Стара Загора,1,0.4412973958522904,0.4312083662979041
Стара Загора,1,0.42305388993742715,0.3991010921309084
Хасково,1,0.7551766748289637,0.5073688218012815
Хасково,1,0.45686955310911326,0.43437954859848904
Шумен,1,0.6305850983055683,0.490870813863209
Шумен,1,0.4422167568776688,0.42467077416467675
Ямбол,1,0.5709736285624993,0.4708595601467837
Ямбол,1,0.4278623573747688,0.40107150284225934
Благоевград,0,0.4927132437046919,0.453015082715523
Благоевград,0,0.4357496570292547,0.4282779947465435
Благоевград,0,0.42114242613937386,0.4170973053797138
Благоевград,0,0.4125578515439652,0.4092738827898434
Благоевград,0,0.4068711439309314,0.40448212348154056
Благоевград,0,0.40186023508450347,0.4000808645787505
Благоевград,0,0.3967963418349133,0.3951007374022242
Благоевград,0,0.3938071582275228,0.3922384774819143
Благоевград,0,0.3909960746441333,0.38983112958002963
Благоевград,0,0.3892912395428649,0.38752055845918254
Благоевград,0,0.3858944342725626,0.38540224137047296
Благоевград,0,0.3847251452254043,0.38360942803938275
Благоевград,0,0.38251134526759434,0.38189929270381096
Благоевград,0,0.3814661550705026,0.38014212063296654
Благоевград,0,0.3794975949624941,0.3787077152112133
Благоевград,0,0.3776894804141942,0.37716969330004724
Благоевград,0,0.37603961090274385,0.37549113535931794
Благоевград,0,0.37454598450671966,0.37288793184893515
Благоевград,0,0.37148409029334767,0.3697908007615126
Бургас,0,0.6109655332582418,0.5078774590343065
Бургас,0,0.4873095105185077,0.47208854964372965
Бургас,0,0.4599314707511673,0.44811757543210007
Бургас,0,0.4378498176472532,0.4306806040276154
Бургас,0,0.4243343490217973,0.4200666578601521
Бургас,0,0.4166002799345478,0.41189549466996017
Бургас,0,0.4068711439309314,0.404602579646593
Бургас,0,0.40162230493043344,0.39964662607080037
Бургас,0,0.39835888055717306,0.39650486595753826
Бургас,0,0.3938071582275228,0.39232495867712747
Бургас,0,0.3909960746441333,0.3892575695915983
Бургас,0,0.38835958974217566,0.38737098017398075
Бургас,0,0.3858944342725626,0.384326539744483
Бургас,0,0.38251134526759434,0.3813132925479267
Бургас,0,0.3804616739118294,0.3792219856674417
Бургас,0,0.3776894804141942,0.37667269849554913
Бургас,0,0.37603961090274385,0.3750008433193219
Бургас,0,0.3738571901769653,0.37284518320011045
Варна,0,0.6283887810030714,0.554845190137125
Варна,0,0.5328609959095112,0.519645205968089
Варна,0,0.5039078566058062,0.49552338712303295
Варна,0,0.4872878678457103,0.48001941326882386
Варна,0,0.4744609706054615,0.4679158648608273
Варна,0,0.4630308050850809,0.4584229939444715
Варна,0,0.4538714689937964,0.44935132219605717
Варна,0,0.44037986726100814,0.435913193315519
Варна,0,0.43241640677009985,0.42934589092627695
Варна,0,0.42597215411280576,0.42288883010315764
Варна,0,0.41869880812713217,0.4156837480162122
Варна,0,0.4130945409846561,0.4115345049557554
Варна,0,0.40875077275338995,0.40760324202548526
Варна,0,0.40556707658500796,0.4039482604221294
Варна,0,0.40291003063389424,0.40126310592193065
Варна,0,0.3999673661669091,0.3981928085802074
Варна,0,0.3967963418349133,0.39518968998140813
Варна,0,0.3938071582275228,0.39237381720828507
Варна,0,0.3909960746441333,0.39001842323893027
Варна,0,0.38835958974217566,0.3870433112929433
Варна,0,0.3858944342725626,0.3852536692210949
Варна,0,0.3835975643259802,0.38319592761634197
Варна,0,0.38251134526759434,0.38121665814955896
Варна,0,0.3804616739118294,0.37951561542039924
Варна,0,0.3785736242310314,0.37767329645315173
Варна,0,0.37637993602140063,0.37543043687679833
Варна,0,0.37454598450671966,0.37341252567692096
Варна,0,0.3725779551183999,0.37117092978814514
Велико Търново,0,0.9999444995125236,0.4759489442942489
Велико Търново,0,0.427616127417462,0.4139584232905452
Велико Търново,0,0.4050736470813584,0.4013695062945006
Велико Търново,0,0.3967963418349133,0.39336435882742604
Велико Търново,0,0.3896562170441443,0.3874898480363474
Велико Търново,0,0.3847251452254043,0.38394675713461807
Велико Търново,0,0.38251134526759434,0.3794062906309918
Велико Търново,0,0.3776894804141942,0.3752965830295991
Велико Търново,0,0.37320679385750094,0.37174789180128825
Велико Търново,0,0.3701006071883722,0.36899341996775986
Видин,0,0.4374361458879139,0.40541887216068795
Видин,0,0.38710579127831835,0.38091851163136775
Видин,0,0.37527338479101247,0.37185970005074503
Враца,0,0.4484890468419394,0.43161929710423913
Враца,0,0.4171013732086441,0.40887500445115976
Враца,0,0.4003862530869967,0.39489915760199207
Враца,0,0.38835958974217566,0.3837873202255612
Враца,0,0.3785736242310314,0.3752458127251614
Габрово,0,0.47293656082187263,0.4323797042758043
Габрово,0,0.41761825602303027,0.4067781235843667
Габрово,0,0.39835888055717306,0.3906566592626597
Габрово,0,0.3847251452254043,0.38097046132301177
Габрово,0,0.3773364779455478,0.3739485755463203
Добрич,0,0.40871728143527514,0.4025830043058567
Добрич,0,0.3952792594330982,0.39155838729600134
Добрич,0,0.3858944342725626,0.38284389302858335
Добрич,0,0.3794975949624941,0.3742152437465219
Кърджали,0,0.5065024679382033,0.44691551512748084
Кърджали,0,0.4294622528391379,0.4145875432132887
Кърджали,0,0.4050736470813584,0.3994754383879003
Кърджали,0,0.3938071582275228,0.390106803899973
Кърджали,0,0.3858944342725626,0.38267898769587483
Кърджали,0,0.3804616739118294,0.3782681085691172
Кърджали,0,0.3768448947542317,0.3754876896513545
Кърджали,0,0.37454598450671966,0.3719829589236749
Кюстендил,0,0.42959800626552735,0.4152891899546888
Кюстендил,0,0.4070182300308086,0.39950670687940726
Кюстендил,0,0.3938071582275228,0.38680951963597
Кюстендил,0,0.3804616739118294,0.3773615251897523
Ловеч,0,0.44033363332543773,0.4120750036864989
Ловеч,0,0.39579434604671376,0.39074125869738346
Ловеч,0,0.3847251452254043,0.3815219118567368
Монтана,0,0.4576207080944959,0.421420801006778
Монтана,0,0.40743995098813507,0.3992485992318184
Монтана,0,0.3923795782890168,0.3877724492683498
Монтана,0,0.3847251452254043,0.38138191274202415
Монтана,0,0.3787627759034116,0.3765755793368821
Монтана,0,0.37454598450671966,0.3733848218809394
Монтана,0,0.37202042249400746,0.37014964660969224
Пазарджик,0,0.45605191608054524,0.4052832645927577
Пазарджик,0,0.3967963418349133,0.3912936195829901
Пазарджик,0,0.3858944342725626,0.3829268600729336
Пазарджик,0,0.3804616739118294,0.37892850911026627
Пазарджик,0,0.3768448947542317,0.3743233223875131
Пазарджик,0,0.3725945994281025,0.37082628130221246
Перник,0,0.4476552071055276,0.4300823199804565
Перник,0,0.4121814170386705,0.40394457160478675
Перник,0,0.39638362534249383,0.39172322044106794
Перник,0,0.38710579127831835,0.38494138503211967
Перник,0,0.38251134526759434,0.37942964063785467
Перник,0,0.3768448947542317,0.3747231588193313
Перник,0,0.37202042249400746,0.37006354889289006
Плевен,0,0.5303278109407015,0.4363565222253585
Плевен,0,0.4166002799345478,0.4069920865630255
Плевен,0,0.39835888055717306,0.39322133255840874
Плевен,0,0.3858944342725626,0.3821964431556384
Плевен,0,0.37925686091483723,0.3761623750947737
Пловдив,0,0.6058339092787588,0.5470136927773607
Пловдив,0,0.5161857519699203,0.5006302778349924
Пловдив,0,0.48362406040869554,0.47180901690555366
Пловдив,0,0.4576207080944959,0.4497075670716323
Пловдив,0,0.44269030835991907,0.43673792698925734
Пловдив,0,0.43241640677009985,0.428992387935311
Пловдив,0,0.4253118602105281,0.42148589566553857
Пловдив,0,0.41869880812713217,0.415700005624538
Пловдив,0,0.41434808126211975,0.41242125908169086
Пловдив,0,0.4106126485205885,0.4095461576282834
Пловдив,0,0.40871728143527514,0.4048427967635285
Пловдив,0,0.40162230493043344,0.4007383938892851
Пловдив,0,0.3999673661669091,0.398052179574266
Пловдив,0,0.3967963418349133,0.3958406942895523
Пловдив,0,0.3946458714556843,0.39383921427416746
Пловдив,0,0.3925838653043835,0.3916942157414917
Пловдив,0,0.3909960746441333,0.38996528095870375
Пловдив,0,0.3896562170441443,0.38827017110067436
Пловдив,0,0.38710579127831835,0.38653660156964215
Пловдив,0,0.3858944342725626,0.3853736530633733
Пловдив,0,0.3847251452254043,0.3839488825960833
Пловдив,0,0.3835975643259802,0.38271358307945735
Пловдив,0,0.3814661550705026,0.38128997638833634
Пловдив,0,0.3804616739118294,0.3800377797235944
Пловдив,0,0.3794975949624941,0.37881562572344973
Пловдив,0,0.37829545085064026,0.3776661785060066
Пловдив,0,0.37718326803607805,0.37649410774019176
Пловдив,0,0.37603961090274385,0.375180283863839
Пловдив,0,0.37454598450671966,0.37376376921117904
Пловдив,0,0.37320679385750094,0.3720372743413186
Пловдив,0,0.3709854416105126,0.3701240637843793
Разград,0,0.42510778956159107,0.4038533067044309
Разград,0,0.39503495498069635,0.3854655306302568
